Date,Lcl_Bus_Speeds,SBS_Bus_Speeds
2021-12,6.550602112,
2021-12,7.908694911,
2021-12,5.973445114,
2022-01,6.843556917,
2022-01,8.007322229,
2022-01,5.608810895,
2022-01,8.243395621,
2022-01,5.912525017,
2022-01,5.768027798,
2022-01,8.674224881,
2022-01,6.527175377,
2022-01,5.186197254,
2022-01,5.708714631,
2022-01,7.914594717,
2022-01,6.383674821,
2022-01,6.0309642,
2022-01,11.42481454,
2022-01,8.948892076,
2022-01,6.772599008,
2022-01,7.319802143,
2022-01,6.65625073,
2022-01,14.71080427,
2022-01,6.852974436,
2022-01,7.443892823,
2022-01,7.751207751,
2022-01,5.576716048,
2022-01,6.119297083,
2022-01,7.090439104,
2022-01,5.175208275,
2022-01,6.047962062,
2022-01,7.024339655,
2022-01,6.278047567,
2022-01,6.113563422,
2022-01,6.021371412,
2022-01,6.913108147,
2022-01,6.044202027,
2022-01,9.832358612,
2022-01,6.025025392,
2022-01,8.381048203,
2022-01,6.242905158,
2022-01,6.635014612,
2022-01,7.946900269,
2022-01,6.071282133,
2022-02,6.651831178,
2022-02,7.750749645,
2022-02,5.31426862,
2022-02,7.603934988,
2022-02,5.678834252,
2022-02,5.63527002,
2022-02,8.189367324,
2022-02,6.321499176,
2022-02,5.089275375,
2022-02,5.595650246,
2022-02,7.444922164,
2022-02,6.238593614,
2022-02,5.820755174,
2022-02,11.24172145,
2022-02,8.718153704,
2022-02,6.502545507,
2022-02,7.06535384,
2022-02,6.347412389,
2022-02,14.96581468,
2022-02,6.503214104,
2022-02,7.053927299,
2022-02,7.544593573,
2022-02,5.332071358,
2022-02,5.830795346,
2022-02,6.764628071,
2022-02,4.943853341,
2022-02,5.82977504,
2022-02,6.668149548,
2022-02,6.135446949,
2022-02,5.81764745,
2022-02,5.926977413,
2022-02,6.815500261,
2022-02,5.934916472,
2022-02,10.50233842,
2022-02,5.812381935,
2022-02,8.092641339,
2022-02,6.118947841,
2022-02,6.499455328,
2022-02,7.929181906,
2022-02,5.8968202,
